10000,33,Glacier,33554432,32,0,34,0,100,put,15143565
10000,33,Glacier,33554432,32,0,34,0,100,get,5063412
10000,33,Glacier,33554432,32,0,34,0,100,put,17615642
10000,33,Glacier,33554432,32,0,34,0,100,get,9284353
10000,33,Glacier,33554432,32,0,34,0,100,put,17642923
10000,33,Glacier,33554432,32,0,34,0,100,get,12351675
10000,33,Glacier,33554432,32,0,34,0,100,put,19620714
10000,33,Glacier,33554432,32,0,34,0,100,get,8061173
10000,33,Glacier,33554432,32,0,34,0,100,put,16395842
10000,33,Glacier,33554432,32,0,34,0,100,get,3445260
10000,33,Glacier,33554432,32,0,34,0,100,put,16571128
10000,33,Glacier,33554432,32,0,34,0,100,get,3747564
10000,33,Glacier,33554432,32,0,34,0,100,put,16867924
10000,33,Glacier,33554432,32,0,34,0,100,get,4975249
10000,33,Glacier,33554432,32,0,34,0,100,put,19406731
10000,33,Glacier,33554432,32,0,34,0,100,get,8503700
10000,33,Glacier,33554432,32,0,34,0,100,put,16754898
10000,33,Glacier,33554432,32,0,34,0,100,get,5083477
